Line,ped.donor,best.matches,all.intros.match.ped,N.blocks.unfiltered,Total.Intro.Sizes.Unfiltered,Total.Intro.Prop.Unfiltered,N.blocks.filtered,N.mismatch.blocks,N.NA.blocks,N.donor.matches
CML277/B73 NIL-1008,CML277,CML322,FALSE,2,9921332.5,0.00467987382075472,2,2,0,1
CML277/B73 NIL-1009,CML277,NA,FALSE,2,2155199.5,0.00101660353773585,NA,NA,NA,NA
CML277/B73 NIL-1011,CML277,CML277,TRUE,5,8112446.5,0.00382662570754717,2,0,1,1
CML277/B73 NIL-1012A,CML277,CML277,TRUE,4,20260149,0.00955667405660377,2,0,0,1
CML277/B73 NIL-1012B,CML277,CML277,TRUE,4,22889365.5,0.0107968705188679,3,0,1,1
CML277/B73 NIL-1017,CML277,CML277,TRUE,5,159726964.5,0.0753429077830189,3,0,0,1
CML277/B73 NIL-1029,CML277,CML277,TRUE,4,21529413,0.010155383490566,3,0,0,1
CML277/B73 NIL-1032,CML277,NA,FALSE,3,10699115.5,0.00504675259433962,3,0,3,0
CML277/B73 NIL-1035,CML277,CML277,TRUE,3,52790722.5,0.0249012841981132,2,0,0,1
CML277/B73 NIL-1041B,CML277,CML277,TRUE,7,328441316,0.154925149056604,2,0,0,1
CML277/B73 NIL-1048,CML277,CML322,FALSE,1,31471871.5,0.0148452224056604,1,1,0,1
CML277/B73 NIL-1061,CML277,CML322,FALSE,3,26052903.5,0.0122891054245283,3,3,0,1
CML277/B73 NIL-1069,CML277,CML322,FALSE,4,44950526,0.0212030783018868,3,3,0,1
CML277/B73 NIL-1081,CML277,CML277,TRUE,4,31067110.5,0.0146542974056604,3,0,0,1
CML277/B73 NIL-1086,CML277,CML277,TRUE,1,13236603,0.00624368066037736,1,0,0,1
CML277/B73 NIL-1090,CML277,CML277,TRUE,1,30137285.5,0.0142157007075472,1,0,0,1
CML277/B73 NIL-1091,CML277,CML277,TRUE,1,62417086.5,0.0294420219339623,1,0,0,1
CML277/B73 NIL-1111B,CML277,CML277,TRUE,4,48088432.5,0.0226832228773585,3,0,0,1
CML277/B73 NIL-1116,CML277,CML322,FALSE,3,19539213.5,0.00921661014150943,1,1,0,1
CML277/B73 NIL-1122,CML277,CML322,FALSE,1,7437754.5,0.00350837476415094,1,1,0,1
CML277/B73 NIL-1124,CML277,CML277,TRUE,2,7770730,0.00366543867924528,2,0,0,1
CML277/B73 NIL-1132A,CML277,CML277,TRUE,3,136099487,0.0641978712264151,2,0,1,1
CML277/B73 NIL-1135,CML277,CML277,TRUE,2,122351759.5,0.0577130941037736,2,0,0,1
CML277/B73 NIL-1136,CML277,CML322,FALSE,1,2673511.5,0.00126109033018868,1,1,0,1
CML277/B73 NIL-1140,CML277,CML277,TRUE,8,283747589,0.133843202358491,7,0,1,1
CML277/B73 NIL-1145,CML277,CML277,TRUE,3,48015550.5,0.0226488445754717,3,0,0,1
CML277/B73 NIL-1149,CML277,NA,FALSE,1,35208.5,1.66077830188679e-05,NA,NA,NA,NA
CML277/B73 NIL-1175,CML277,CML322,FALSE,3,33406407,0.0157577391509434,3,3,0,1
CML277/B73 NIL-1179,CML277,CML277,TRUE,1,5105557.5,0.00240828183962264,1,0,0,1
CML277/B73 NIL-1180,CML277,CML277,TRUE,1,4918614.5,0.00232010117924528,1,0,0,1
CML277/B73 NIL-1183,CML277,CML277,TRUE,2,10397732,0.00490459056603774,2,0,0,1
CML277/B73 NIL-1234A,CML277,CML277,TRUE,2,17156304,0.00809259622641509,1,0,0,1
CML277/B73 NIL-1234B,CML277,CML277,TRUE,1,27606169.5,0.0130217780660377,1,0,0,1
CML277/B73 NIL-1235A,CML277,CML277,TRUE,2,34987860,0.0165037075471698,1,0,0,1
CML277/B73 NIL-1235B,CML277,CML277,TRUE,1,34965871,0.0164933353773585,1,0,0,1
CML277/B73 NIL-1257,CML277,NA,FALSE,1,321521.5,0.00015166108490566,NA,NA,NA,NA
CML277/B73 NIL-1263,CML277,CML277,TRUE,4,104032422,0.0490718971698113,1,0,0,1
CML277/B73 NIL-1280,CML277,CML277,TRUE,5,116674560.5,0.0550351700471698,3,0,0,1
CML277/B73 NIL-1281,CML277,CML277,TRUE,3,86844636,0.0409644509433962,2,0,0,1
CML277/B73 NIL-1282,CML277,CML277,TRUE,5,99752281,0.0470529627358491,4,0,0,1
CML277/B73 NIL-1283,CML277,CML277,TRUE,5,112390738,0.0530144990566038,4,0,0,1
CML277/B73 NIL-1296,CML277,CML277,TRUE,3,31458443.5,0.0148388884433962,2,0,0,1
CML277/B73 NIL-1314,CML277,CML277,TRUE,1,65932098.5,0.0311000464622641,1,0,0,1
CML322/B73 NIL-1003,CML322,CML322,TRUE,3,155723187,0.073454333490566,2,0,0,1
CML322/B73 NIL-1004,CML322,CML322,TRUE,1,127274125.5,0.0600349648584906,1,0,0,1
CML322/B73 NIL-1016,CML322,CML322,TRUE,3,20625747,0.00972912594339623,3,0,0,1
CML322/B73 NIL-1018A,CML322,CML322,TRUE,2,182322940,0.0860013867924528,2,0,0,1
CML322/B73 NIL-1021,CML322,CML322,TRUE,2,4731531.5,0.00223185448113208,2,0,0,1
CML322/B73 NIL-1030B,CML322,CML322,TRUE,3,106023743.5,0.0500111997641509,3,0,0,1
CML322/B73 NIL-1037,CML322,CML322,TRUE,2,14426590.5,0.00680499551886792,1,0,0,1
CML322/B73 NIL-1048,CML322,CML322,TRUE,2,8267408.5,0.00389972099056604,2,0,0,1
CML322/B73 NIL-1051,CML322,CML322,TRUE,8,41727692,0.0196828735849057,5,0,0,1
CML322/B73 NIL-1053A,CML322,CML322,TRUE,4,82826553.5,0.039069129009434,3,0,0,1
CML322/B73 NIL-1060,CML322,CML322,TRUE,2,30059138.5,0.0141788389150943,2,0,0,1
CML322/B73 NIL-1061,CML322,CML322,TRUE,2,7026303.5,0.00331429410377358,1,0,0,1
CML322/B73 NIL-1069,CML322,CML322,TRUE,2,5518404.5,0.00260302099056604,2,0,0,1
CML322/B73 NIL-1074,CML322,CML322,TRUE,2,5397496,0.00254598867924528,2,0,0,1
CML322/B73 NIL-1076,CML322,CML322,TRUE,3,11357426.5,0.0053572766509434,1,0,0,1
CML322/B73 NIL-1083,CML322,CML322,TRUE,4,32338474,0.0152539971698113,4,0,0,1
CML322/B73 NIL-1087,CML322,NA,FALSE,3,4020557,0.0018964891509434,NA,NA,NA,NA
CML322/B73 NIL-1094,CML322,CML322,TRUE,2,32558073,0.0153575816037736,1,0,0,1
CML322/B73 NIL-1097,CML322,CML333,FALSE,2,29902894,0.0141051386792453,2,2,0,1
CML322/B73 NIL-1098,CML322,CML322,TRUE,1,106073355,0.0500346014150943,1,0,0,1
CML322/B73 NIL-1101,CML322,CML322,TRUE,4,26112330,0.0123171367924528,2,0,0,1
CML322/B73 NIL-1103,CML322,CML322,TRUE,4,168625340.5,0.0795402549528302,3,0,0,1
CML322/B73 NIL-1144,CML322,CML333,FALSE,2,21099082,0.00995239716981132,1,1,0,1
CML322/B73 NIL-1146,CML322,CML277,FALSE,5,146123386.5,0.0689261257075472,5,5,0,1
CML322/B73 NIL-1147,CML322,CML322,TRUE,1,3065829,0.00144614575471698,1,0,0,1
CML322/B73 NIL-1169,CML322,NA,FALSE,1,519373.5,0.0002449875,NA,NA,NA,NA
CML322/B73 NIL-1174B,CML322,CML322,TRUE,3,4406821,0.0020786891509434,1,0,0,1
CML322/B73 NIL-1194,CML322,CML322,TRUE,2,25309901,0.0119386325471698,2,0,0,1
CML322/B73 NIL-1198,CML322,CML322,TRUE,2,30233654.5,0.0142611577830189,2,0,0,1
CML322/B73 NIL-1215,CML322,NA,FALSE,4,121421120.5,0.0572741134433962,4,0,4,0
CML322/B73 NIL-1217,CML322,NA,FALSE,2,3287590.5,0.00155075023584906,NA,NA,NA,NA
CML322/B73 NIL-1218,CML322,CML322,TRUE,2,32558073,0.0153575816037736,1,0,0,1
CML322/B73 NIL-1222,CML322,CML322,TRUE,2,26934513.5,0.0127049591981132,2,0,0,1
CML322/B73 NIL-1224,CML322,CML322,TRUE,1,8670725.5,0.00408996485849057,1,0,0,1
CML322/B73 NIL-1225,CML322,CML322,TRUE,3,10734307,0.00506335235849057,1,0,0,1
CML322/B73 NIL-1228,CML322,NA,FALSE,2,3304904,0.00155891698113208,NA,NA,NA,NA
CML322/B73 NIL-1229,CML322,CML333,FALSE,2,9636012.5,0.00454528891509434,2,2,0,1
CML322/B73 NIL-1234,CML322,CML322,TRUE,1,1320714.5,0.000622978537735849,1,0,0,1
CML322/B73 NIL-1242,CML322,CML322,TRUE,2,5141701.5,0.00242533089622641,1,0,0,1
CML322/B73 NIL-1245,CML322,CML322,TRUE,3,48523558,0.022888470754717,2,0,0,1
CML322/B73 NIL-1251,CML322,CML322,TRUE,3,31186703.5,0.0147107091981132,3,0,0,1
CML322/B73 NIL-1254,CML322,CML322,TRUE,4,137981108,0.0650854283018868,3,0,2,1
CML322/B73 NIL-1255,CML322,CML322,TRUE,4,127193956.5,0.0599971492924528,2,0,1,1
CML333/B73 NIL-1003,CML333,NA,FALSE,3,18828166,0.00888121037735849,2,0,2,0
CML333/B73 NIL-1008,CML333,CML333,TRUE,5,116936364.5,0.0551586625,2,0,0,1
CML333/B73 NIL-1009,CML333,CML333,TRUE,2,35882099,0.0169255183962264,1,0,0,1
CML333/B73 NIL-1013,CML333,CML333,TRUE,2,139629793.5,0.0658631101415094,2,0,0,1
CML333/B73 NIL-1014,CML333,CML333,TRUE,2,46126289.5,0.0217576837264151,2,0,0,1
CML333/B73 NIL-1015,CML333,CML333,TRUE,1,67854877.5,0.0320070176886792,1,0,0,1
CML333/B73 NIL-1031,CML333,CML333/Ki11,FALSE,5,81580693,0.0384814589622642,2,1,0,2
CML333/B73 NIL-1032,CML333,CML333,TRUE,2,9125883,0.00430466179245283,1,0,0,1
CML333/B73 NIL-1034,CML333,CML333,TRUE,2,9574914.5,0.00451646910377358,2,0,0,1
CML333/B73 NIL-1036,CML333,CML333,TRUE,4,16747670.5,0.0078998445754717,2,0,0,1
CML333/B73 NIL-1046,CML333,NA,FALSE,1,14650961,0.00691083066037736,1,0,1,0
CML333/B73 NIL-1047,CML333,CML333,TRUE,1,18160344.5,0.00856620023584906,1,0,0,1
CML333/B73 NIL-1048,CML333,CML333,TRUE,2,18998785.5,0.00896169127358491,1,0,0,1
CML333/B73 NIL-1052,CML333,CML333,TRUE,2,13178180.5,0.00621612287735849,2,0,1,1
CML333/B73 NIL-1055,CML333,CML333,TRUE,1,4310374.5,0.00203319551886792,1,0,0,1
CML333/B73 NIL-1061,CML333,CML333,TRUE,4,156561760,0.0738498867924528,2,0,0,1
CML333/B73 NIL-1075,CML333,CML333,TRUE,1,3945878.5,0.00186126344339623,1,0,0,1
CML333/B73 NIL-1077,CML333,CML333,TRUE,2,11673057.5,0.00550615919811321,2,0,0,1
CML333/B73 NIL-1081,CML333,CML322,FALSE,6,22959450,0.010829929245283,4,4,0,1
CML333/B73 NIL-1087,CML333,CML333,TRUE,1,4246857,0.00200323443396226,1,0,0,1
CML333/B73 NIL-1089,CML333,CML333,TRUE,4,24737465.5,0.0116686158018868,2,0,1,1
CML333/B73 NIL-1092,CML333,B73,FALSE,6,68266291.5,0.0322010808962264,5,3,2,1
CML333/B73 NIL-1104,CML333,CML333/B73,FALSE,6,63862419.5,0.0301237827830189,3,1,1,2
CML333/B73 NIL-1107,CML333,CML333,TRUE,3,21672080.5,0.0102226794811321,3,0,0,1
CML333/B73 NIL-1108,CML333,CML333,TRUE,3,32469530.5,0.0153158162735849,1,0,0,1
CML333/B73 NIL-1109A,CML333,CML333,TRUE,2,20436663.5,0.00963993561320755,2,0,0,1
CML333/B73 NIL-1109B,CML333,CML333,TRUE,3,71143774.5,0.0335583841981132,2,0,0,1
CML333/B73 NIL-1111,CML333,CML333,TRUE,1,8611610,0.00406208018867925,1,0,0,1
CML333/B73 NIL-1112A,CML333,B73/CML69,FALSE,3,10135396,0.00478084716981132,3,2,1,2
CML333/B73 NIL-1116,CML333,B73,FALSE,6,89994021,0.0424500099056604,2,2,0,1
CML333/B73 NIL-1119A,CML333,CML333,TRUE,7,146410324.5,0.0690614738207547,5,0,4,1
CML333/B73 NIL-1119B,CML333,CML333,TRUE,6,120981758.5,0.0570668672169811,5,0,4,1
CML333/B73 NIL-1122,CML333,CML333,TRUE,3,12399672,0.00584890188679245,2,0,0,1
CML333/B73 NIL-1124,CML333,CML333,TRUE,6,23268806.5,0.0109758521226415,4,0,0,1
CML333/B73 NIL-1127,CML333,CML333,TRUE,5,125602416.5,0.0592464228773585,3,0,0,1
CML333/B73 NIL-1131,CML333,CML333,TRUE,4,21849520.5,0.0103063775943396,3,0,0,1
CML333/B73 NIL-1136,CML333,CML333,TRUE,3,16952320.5,0.00799637759433962,2,0,0,1
CML333/B73 NIL-1143,CML333,CML333,TRUE,3,16952320.5,0.00799637759433962,2,0,0,1
CML333/B73 NIL-1145,CML333,CML333,TRUE,3,21111954.5,0.00995846910377358,1,0,0,1
CML333/B73 NIL-1156,CML333,CML333,TRUE,2,13495173.5,0.00636564787735849,1,0,0,1
CML333/B73 NIL-1170,CML333,CML333,TRUE,3,8392680.5,0.00395881155660377,2,0,0,1
CML333/B73 NIL-1174,CML333,CML333,TRUE,2,76181342.5,0.0359345955188679,1,0,0,1
CML333/B73 NIL-1182,CML333,CML333,TRUE,2,51169557,0.024136583490566,1,0,0,1
CML333/B73 NIL-1183,CML333,CML333,TRUE,3,152170216,0.0717784037735849,2,0,0,1
CML333/B73 NIL-1185,CML333,CML333,TRUE,5,122002708.5,0.0575484474056604,1,0,0,1
CML333/B73 NIL-1188A,CML333,CML333,TRUE,2,151538668,0.0714805037735849,2,0,0,1
CML333/B73 NIL-1193,CML333,CML333,TRUE,2,11986111.5,0.00565382617924528,1,0,0,1
CML333/B73 NIL-1199,CML333,CML333,TRUE,3,14011525.5,0.00660921014150943,3,0,0,1
CML333/B73 NIL-1201,CML333,CML333/B73,FALSE,4,15422030.5,0.00727454268867924,4,1,1,2
CML333/B73 NIL-1202B,CML333,CML333,TRUE,1,5410119.5,0.00255194316037736,1,0,0,1
CML333/B73 NIL-1209,CML333,CML333,TRUE,5,59798263,0.0282067278301887,4,0,2,1
CML333/B73 NIL-1217A,CML333,CML333,TRUE,3,43644533.5,0.0205870441037736,3,0,0,1
CML333/B73 NIL-1217B,CML333,CML333,TRUE,2,34701130,0.0163684575471698,2,0,1,1
CML333/B73 NIL-1220,CML333,CML333/B73,FALSE,3,41294005.5,0.0194783044811321,3,2,0,2
CML333/B73 NIL-1228,CML333,CML333,TRUE,3,40781434.5,0.0192365257075472,2,0,0,1
CML333/B73 NIL-1230,CML333,CML333,TRUE,4,17295990.5,0.00815848608490566,3,0,1,1
CML333/B73 NIL-1232,CML333,CML333,TRUE,2,10247657,0.00483380047169811,2,0,1,1
CML333/B73 NIL-1234,CML333,NA,FALSE,1,4648290.5,0.00219258985849057,1,0,1,0
CML333/B73 NIL-1243,CML333,CML333,TRUE,2,13342999.5,0.00629386768867925,2,0,0,1
CML333/B73 NIL-1253,CML333,CML333,TRUE,4,14235303,0.00671476556603774,3,0,0,1
CML333/B73 NIL-1260,CML333,CML333,TRUE,1,181078136.5,0.0854142153301887,1,0,0,1
CML333/B73 NIL-1263,CML333,NA,FALSE,3,2467333,0.00116383632075472,NA,NA,NA,NA
CML333/B73 NIL-1269,CML333,CML333,TRUE,2,5147305,0.00242797405660377,1,0,0,1
CML333/B73 NIL-1270,CML333,CML333,TRUE,2,5147270.5,0.00242795778301887,1,0,0,1
CML333/B73 NIL-1275,CML333,CML333,TRUE,3,40659458.5,0.0191789898584906,2,0,0,1
CML333/B73 NIL-1276,CML333,CML333,TRUE,1,12892464,0.00608135094339623,1,0,0,1
CML333/B73 NIL-1279,CML333,CML333,TRUE,1,28693007,0.0135344372641509,1,0,0,1
CML333/B73 NIL-1281,CML333,CML333,TRUE,3,40767676.5,0.0192300360849057,2,0,0,1
CML333/B73 NIL-1290,CML333,B73/CML333,FALSE,3,113876167.5,0.0537151733490566,2,1,0,2
CML333/B73 NIL-1293,CML333,CML333,TRUE,5,27353651.5,0.0129026658018868,4,0,0,1
CML333/B73 NIL-1296,CML333,CML333,TRUE,4,23185113,0.0109363740566038,3,0,0,1
CML333/B73 NIL-1307,CML333,CML333,TRUE,1,10645851,0.00502162783018868,1,0,0,1
CML333/B73 NIL-1312,CML333,CML333,TRUE,3,255829218.5,0.120674159669811,3,0,0,1
CML333/B73 NIL-1319,CML333,NC358,FALSE,3,10939909.5,0.00516033466981132,2,2,0,1
CML52/B73 NIL-1003,CML52,CML52,TRUE,3,15503618,0.00731302735849057,3,0,0,1
CML52/B73 NIL-1007,CML52,NC358,FALSE,2,10297534,0.00485732735849057,2,1,1,1
CML52/B73 NIL-1010A,CML52,CML52,TRUE,2,78063211,0.0368222693396226,1,0,0,1
CML52/B73 NIL-1010B,CML52,CML52,TRUE,3,80270090.5,0.0378632502358491,2,0,0,1
CML52/B73 NIL-1011,CML52,NA,FALSE,2,7753002.5,0.0036570766509434,2,0,2,0
CML52/B73 NIL-1015A,CML52,CML52,TRUE,1,90956544.5,0.0429040304245283,1,0,0,1
CML52/B73 NIL-1020,CML52,CML52,TRUE,2,77958617.5,0.0367729327830189,2,0,0,1
CML52/B73 NIL-1024,CML52,CML52,TRUE,2,22362252.5,0.0105482323113208,2,0,0,1
CML52/B73 NIL-1035,CML52,CML52,TRUE,4,90506613.5,0.0426917988207547,4,0,0,1
CML52/B73 NIL-1043,CML52,CML52,TRUE,4,124097916.5,0.0585367530660377,2,0,0,1
CML52/B73 NIL-1060,CML52,NA,FALSE,2,3675037,0.00173350801886792,1,0,1,0
CML52/B73 NIL-1063,CML52,NC358,FALSE,4,173192575,0.0816946108490566,3,3,0,1
CML52/B73 NIL-1065,CML52,NC358,FALSE,6,114626026,0.0540688801886792,4,3,1,1
CML52/B73 NIL-1069,CML52,NC358,FALSE,6,93081145,0.0439062004716981,4,3,1,1
CML52/B73 NIL-1070,CML52,NC358,FALSE,4,45225532.5,0.0213327983490566,2,2,0,1
CML52/B73 NIL-1076,CML52,CML52,TRUE,6,16493041.5,0.00777973655660377,3,0,1,1
CML52/B73 NIL-1079,CML52,NC358,FALSE,5,13211934.5,0.0062320445754717,2,2,0,1
CML52/B73 NIL-1083,CML52,NC358,FALSE,5,10776397,0.00508320613207547,2,2,0,1
CML52/B73 NIL-1086,CML52,NC358/B73,FALSE,6,55216750.5,0.0260456370283019,3,3,0,2
CML52/B73 NIL-1088,CML52,NC358,FALSE,1,6652527,0.00313798443396226,1,1,0,1
CML52/B73 NIL-1103,CML52,CML52,TRUE,4,33498438.5,0.0158011502358491,3,0,1,1
CML52/B73 NIL-1112,CML52,NA,FALSE,2,982709.5,0.000463542216981132,NA,NA,NA,NA
CML52/B73 NIL-1114,CML52,NA,FALSE,3,1002947,0.00047308820754717,NA,NA,NA,NA
CML52/B73 NIL-1117,CML52,CML52,TRUE,3,105032552,0.0495436566037736,2,0,1,1
CML52/B73 NIL-1127,CML52,NC358,FALSE,4,39210520.5,0.0184955285377358,3,3,0,1
CML52/B73 NIL-1134,CML52,Oh43,FALSE,5,164740800,0.0777079245283019,2,1,1,1
CML52/B73 NIL-1160,CML52,CML52,TRUE,2,40245999,0.0189839617924528,2,0,1,1
CML52/B73 NIL-1164,CML52,NC358,FALSE,3,131019143,0.0618014825471698,2,2,0,1
CML52/B73 NIL-1165,CML52,NC358/CML52,FALSE,4,26134943.5,0.0123278035377358,3,1,0,2
CML52/B73 NIL-1167,CML52,NA,FALSE,1,7428929,0.00350421179245283,1,0,1,0
CML52/B73 NIL-1168,CML52,B73,FALSE,6,67606428.5,0.0318898247641509,5,2,3,1
CML52/B73 NIL-1175,CML52,NC358,FALSE,5,37199676,0.0175470169811321,2,1,1,1
CML52/B73 NIL-1181,CML52,NC358,FALSE,7,35277063,0.0166401240566038,4,2,2,1
CML52/B73 NIL-1192,CML52,NC358,FALSE,3,23356114,0.0110170349056604,1,1,0,1
CML52/B73 NIL-1204,CML52,CML69,FALSE,4,172446998.5,0.0813429238207547,3,3,0,1
CML52/B73 NIL-1207,CML52,Oh43,FALSE,1,28498201.5,0.0134425478773585,1,1,0,1
CML52/B73 NIL-1209,CML52,CML69,FALSE,4,137070037.5,0.0646556780660377,2,2,0,1
CML52/B73 NIL-1214A,CML52,NC358,FALSE,4,65331400.5,0.0308166983490566,1,1,0,1
CML52/B73 NIL-1214B,CML52,NC358,FALSE,4,18034026,0.00850661603773585,2,1,1,1
CML52/B73 NIL-1228,CML52,NC350/CML52,FALSE,3,25971938,0.0122509141509434,2,1,0,2
CML52/B73 NIL-1233,CML52,NA,FALSE,3,43350362.5,0.0204482841981132,1,0,1,0
CML52/B73 NIL-1235,CML52,NA,FALSE,2,41820612.5,0.019726704009434,1,0,1,0
CML52/B73 NIL-1236,CML52,NA,FALSE,3,42512310,0.0200529764150943,1,0,1,0
CML52/B73 NIL-1237,CML52,Tx303,FALSE,3,24102155.5,0.0113689412735849,3,3,0,1
CML52/B73 NIL-1244,CML52,NC358,FALSE,4,5649079.5,0.00266466014150943,1,1,0,1
CML52/B73 NIL-1271,CML52,NC358,FALSE,2,10502984,0.00495423773584906,1,1,0,1
CML52/B73 NIL-1287,CML52,Oh43,FALSE,4,108020216,0.0509529320754717,3,3,0,1
CML52/B73 NIL-1292,CML52,CML52,TRUE,2,13812083.5,0.00651513372641509,1,0,0,1
CML52/B73 NIL-1294,CML52,CML52,TRUE,3,965988.5,0.000455654952830189,1,0,0,1
CML52/B73 NIL-1313,CML52,NA,FALSE,1,1215573,0.000573383490566038,NA,NA,NA,NA
CML52/B73 NIL-1314,CML52,NC358/B73,FALSE,3,11557493,0.00545164764150943,3,3,0,2
CML52/B73 NIL-1317,CML52,NC358,FALSE,2,31998548.5,0.0150936549528302,2,2,0,1
CML52/B73 NIL-1319,CML52,NC358,FALSE,2,76082359.5,0.0358879054245283,1,1,0,1
CML52/B73 NIL-1321,CML52,CML52/Tzi8,FALSE,6,45884017.5,0.0216434044811321,4,1,0,2
CML52/B73 NIL-1322,CML52,CML52,TRUE,4,106137012,0.0500646283018868,2,0,1,1
CML52/B73 NIL-1327,CML52,Oh43,FALSE,1,106270281.5,0.0501274912735849,1,1,0,1
CML52/B73 NIL-1357,CML52,NA,FALSE,1,28718292.5,0.0135463643867925,1,0,1,0
CML69/B73 NIL-1002,CML69,CML69,TRUE,5,111067785.5,0.0523904648584906,2,0,0,1
CML69/B73 NIL-1005,CML69,Oh43,FALSE,2,10093450,0.00476106132075472,1,1,0,1
CML69/B73 NIL-1007,CML69,CML69,TRUE,2,28529917.5,0.013457508254717,2,0,0,1
CML69/B73 NIL-1016,CML69,CML69,TRUE,5,15216207,0.00717745613207547,4,0,3,1
CML69/B73 NIL-1018,CML69,CML69,TRUE,4,29836735,0.0140739316037736,2,0,0,1
CML69/B73 NIL-1019,CML69,CML69,TRUE,3,29562714,0.0139446764150943,2,0,1,1
CML69/B73 NIL-1026,CML69,CML69,TRUE,7,77049944.5,0.0363443134433962,2,0,0,1
CML69/B73 NIL-1029,CML69,Ki11,FALSE,8,173540985,0.0818589551886792,4,2,2,1
CML69/B73 NIL-1038,CML69,CML69,TRUE,4,143866726.5,0.0678616634433962,1,0,0,1
CML69/B73 NIL-1042,CML69,CML69,TRUE,1,3568205,0.00168311556603774,1,0,0,1
CML69/B73 NIL-1046,CML69,NA,FALSE,1,1488794.5,0.000702261556603774,NA,NA,NA,NA
CML69/B73 NIL-1050,CML69,CML69,TRUE,3,131434175.5,0.0619972525943396,1,0,0,1
CML69/B73 NIL-1063,CML69,CML69,TRUE,2,148006584,0.0698144264150943,1,0,0,1
CML69/B73 NIL-1065,CML69,CML69,TRUE,5,189925164,0.089587341509434,3,0,0,1
CML69/B73 NIL-1066,CML69,CML69,TRUE,4,150581278.5,0.0710289049528302,2,0,0,1
CML69/B73 NIL-1068,CML69,NA,FALSE,2,2562491,0.00120872216981132,1,0,1,0
CML69/B73 NIL-1070,CML69,Ki3,FALSE,1,2234282.5,0.00105390683962264,1,1,0,1
CML69/B73 NIL-1073,CML69,Oh43,FALSE,4,157789430.5,0.0744289766509434,2,1,1,1
CML69/B73 NIL-1077,CML69,CML69,TRUE,4,28725710,0.0135498632075472,2,0,1,1
CML69/B73 NIL-1079,CML69,CML69/B73/Mo17,FALSE,11,34235532.5,0.0161488360849057,5,3,1,3
CML69/B73 NIL-1081,CML69,Mo17/CML69,FALSE,12,225210277.5,0.106231262971698,7,4,0,2
CML69/B73 NIL-1090,CML69,CML69,TRUE,5,7501398.5,0.00353839551886792,2,0,1,1
CML69/B73 NIL-1091,CML69,CML69,TRUE,6,8201893.5,0.00386881768867925,2,0,0,1
CML69/B73 NIL-1094,CML69,NA,FALSE,2,16999784,0.00801876603773585,1,0,1,0
CML69/B73 NIL-1096,CML69,NA,FALSE,2,2113468,0.000996918867924528,1,0,1,0
CML69/B73 NIL-1116,CML69,CML69,TRUE,6,17877338,0.00843270660377358,3,0,0,1
CML69/B73 NIL-1117,CML69,CML69,TRUE,4,90415220,0.0426486886792453,2,0,0,1
CML69/B73 NIL-1122,CML69,CML69,TRUE,2,3757242,0.00177228396226415,1,0,0,1
CML69/B73 NIL-1135A,CML69,CML69/CML228,FALSE,5,25640348.5,0.012094504009434,4,1,0,2
CML69/B73 NIL-1145,CML69,CML69,TRUE,6,29465529.5,0.0138988346698113,5,0,0,1
CML69/B73 NIL-1162,CML69,CML69,TRUE,5,98514453.5,0.0464690818396226,3,0,1,1
CML69/B73 NIL-1167,CML69,CML69,TRUE,6,131455741,0.062007425,2,0,0,1
CML69/B73 NIL-1176,CML69,CML69,TRUE,4,5126205,0.00241802122641509,2,0,1,1
CML69/B73 NIL-1178,CML69,CML69,TRUE,4,17948670.5,0.00846635400943396,4,0,0,1
CML69/B73 NIL-1185,CML69,CML69/CML103,FALSE,7,196152605,0.0925248136792453,6,4,0,2
CML69/B73 NIL-1189,CML69,Oh43,FALSE,2,5792591.5,0.00273235448113208,2,1,1,1
CML69/B73 NIL-1194,CML69,CML69,TRUE,4,96834455.5,0.0456766299528302,2,0,0,1
CML69/B73 NIL-1199,CML69,CML69,TRUE,2,9562865.5,0.00451078561320755,1,0,0,1
CML69/B73 NIL-1206,CML69,CML69,TRUE,2,7501510.5,0.0035384483490566,1,0,0,1
CML69/B73 NIL-1214,CML69,CML69,TRUE,2,11377897,0.00536693254716981,2,0,1,1
CML69/B73 NIL-1219,CML69,CML69,TRUE,5,5569549,0.00262714575471698,1,0,0,1
CML69/B73 NIL-1221,CML69,CML69,TRUE,5,30164397.5,0.0142284893867925,2,0,0,1
CML69/B73 NIL-1227,CML69,CML69,TRUE,2,427271.5,0.000201543160377358,1,0,0,1
CML69/B73 NIL-1232,CML69,NC358,FALSE,2,10372682,0.00489277452830189,1,1,0,1
CML69/B73 NIL-1237,CML69,CML69,TRUE,3,24047931,0.0113433636792453,1,0,0,1
CML69/B73 NIL-1239A,CML69,CML69,TRUE,1,20942583,0.00987857688679245,1,0,0,1
CML69/B73 NIL-1239B,CML69,CML69,TRUE,1,20952326.5,0.00988317287735849,1,0,0,1
Ki11/B73 NIL-1001,Ki11,Ki11,TRUE,2,11609376.5,0.00547612099056604,1,0,0,1
Ki11/B73 NIL-1006,Ki11,Ki11,TRUE,4,65446441,0.0308709627358491,4,0,0,1
Ki11/B73 NIL-1015,Ki11,Ki11,TRUE,6,19926548,0.00939931509433962,4,0,0,1
Ki11/B73 NIL-1018,Ki11,Ki11,TRUE,4,14293627.5,0.00674227712264151,1,0,0,1
Ki11/B73 NIL-1032,Ki11,Ki11,TRUE,4,20842819,0.00983151839622642,3,0,0,1
